year,quarter,name,sales
2020,1,강서로8길,159872657
2020,2,강서로8길,169793440
2020,3,강서로8길,126803751
2020,4,강서로8길,66792411
2020,1,개봉동 현대아파트 인근,64942132
2020,2,개봉동 현대아파트 인근,80275816
2020,3,개봉동 현대아파트 인근,74740883
2020,4,개봉동 현대아파트 인근,59618079
2020,1,개봉로11길,25274577
2020,2,개봉로11길,28030467
2020,3,개봉로11길,20283923
2020,4,개봉로11길,11276924
2020,1,개봉로17다길,89979438
2020,2,개봉로17다길,85711474
2020,3,개봉로17다길,77231800
2020,4,개봉로17다길,63776098
2020,1,개봉로1길,11701301
2020,2,개봉로1길,14795356
2020,3,개봉로1길,11052810
2020,4,개봉로1길,13876491
2020,1,개봉로23가길,89655806
2020,2,개봉로23가길,87765762
2020,3,개봉로23가길,75165663
2020,4,개봉로23가길,50801597
2020,1,개봉로2길,79454486
2020,2,개봉로2길,99483659
2020,3,개봉로2길,96264463
2020,4,개봉로2길,86159308
2020,1,개봉로3길,88753592
2020,2,개봉로3길,97807292
2020,3,개봉로3길,83538165
2020,4,개봉로3길,71861677
2020,1,개운사길,885081051
2020,2,개운사길,1153346436
2020,3,개운사길,912251267
2020,4,개운사길,862244958
2020,1,개포로17길,18619725
2020,2,개포로17길,24637177
2020,3,개포로17길,23548085
2020,4,개포로17길,19626738
2020,1,개포로20길,127260486
2020,2,개포로20길,162065689
2020,3,개포로20길,157746105
2020,4,개포로20길,138394765
2020,1,개포로28길,63152147
2020,2,개포로28길,98783757
2020,3,개포로28길,91134204
2020,4,개포로28길,61444114
2020,1,개포로82길,253161791
2020,2,개포로82길,389206998
2020,3,개포로82길,439333831
2020,4,개포로82길,344429367
2020,1,개화동로23길,46151652
2020,2,개화동로23길,59803135
2020,3,개화동로23길,54012120
2020,4,개화동로23길,40537666
2020,1,거마로20길,20096468
2020,2,거마로20길,27153787
2020,3,거마로20길,26088233
2020,4,거마로20길,15644874
2020,1,건대입구역,5271872391
2020,2,건대입구역,4090160390
2020,3,건대입구역,4006362298
2020,4,건대입구역,3362183538
2020,1,겸재로29길,69593641
2020,2,겸재로29길,75622676
2020,3,겸재로29길,65325786
2020,4,겸재로29길,40770522
2020,1,겸재로36길,8557886
2020,2,겸재로36길,8323110
2020,3,겸재로36길,10289333
2020,4,겸재로36길,8108086
2020,1,겸재로54길,21913208
2020,2,겸재로54길,26027422
2020,3,겸재로54길,25053622
2020,4,겸재로54길,19336622
2020,1,경인로15길,20707697
2020,2,경인로15길,21026072
2020,3,경인로15길,16494667
2020,4,경인로15길,10555664
2020,1,경인로31길,70838712
2020,2,경인로31길,71342844
2020,3,경인로31길,65112861
2020,4,경인로31길,49884172
2020,1,경인로35길,24224482
2020,2,경인로35길,28912970
2020,3,경인로35길,25215955
2020,4,경인로35길,25035858
2020,1,경인로47길,303540378
2020,2,경인로47길,484553985
2020,3,경인로47길,437810831
2020,4,경인로47길,399721782
2020,1,경인로77길,150115115
2020,2,경인로77길,194722172
2020,3,경인로77길,277866289
2020,4,경인로77길,219308742
2020,1,경인로80길,18466452
2020,2,경인로80길,20199409
2020,3,경인로80길,20369883
2020,4,경인로80길,18586372
2020,1,경창시장,16762864
2020,2,경창시장,16041171
2020,3,경창시장,18701806
2020,4,경창시장,12924582
2020,1,경희대로4길,250617054
2020,2,경희대로4길,340832419
2020,3,경희대로4길,374669069
2020,4,경희대로4길,350104247
2020,1,경희대학교,1612933700
2020,2,경희대학교,1935637857
2020,3,경희대학교,1698189210
2020,4,경희대학교,1601714913
2020,1,계동길,656790528
2020,2,계동길,532080663
2020,3,계동길,541482569
2020,4,계동길,575811030
2020,1,고덕로10길,93281418
2020,2,고덕로10길,117509942
2020,3,고덕로10길,105733109
2020,4,고덕로10길,85489813
2020,1,고덕로25길,69452206
2020,2,고덕로25길,190508457
2020,3,고덕로25길,151504341
2020,4,고덕로25길,115586163
2020,3,고덕로61길,5106487
2020,4,고덕로61길,2259136
2020,1,고무래로8길,630871308
2020,2,고무래로8길,833840172
2020,3,고무래로8길,747508446
2020,4,고무래로8길,666534481
2020,3,고분다리골목시장,665817
2020,4,고분다리골목시장,3140609
2020,1,고산자로6길,173963499
2020,2,고산자로6길,179206823
2020,3,고산자로6길,163143066
2020,4,고산자로6길,121515585
2020,1,고속터미널역,2602755170
2020,2,고속터미널역,2988781293
2020,3,고속터미널역,2940067348
2020,4,고속터미널역,2077110182
2020,1,고척로21나길,154664676
2020,2,고척로21나길,163904057
2020,3,고척로21나길,159103195
2020,4,고척로21나길,225465075
2020,1,고척로27길,7869344
2020,2,고척로27길,8496026
2020,3,고척로27길,8815147
2020,4,고척로27길,4359011
2020,1,고척로27다길,4552556
2020,2,고척로27다길,5663016
2020,3,고척로27다길,8268162
2020,4,고척로27다길,6012057
2020,1,곰달래로10길,25508258
2020,2,곰달래로10길,38544683
2020,3,곰달래로10길,54067821
2020,4,곰달래로10길,33437323
2020,1,곰달래로25길,89371611
2020,2,곰달래로25길,105719384
2020,3,곰달래로25길,108806003
2020,4,곰달래로25길,71508949
2020,1,곰달래로31길,51407646
2020,2,곰달래로31길,48482694
2020,3,곰달래로31길,64206247
2020,4,곰달래로31길,42366382
2020,1,곰달래로3길,15767697
2020,2,곰달래로3길,18727222
2020,3,곰달래로3길,14092430
2020,4,곰달래로3길,11505506
2020,1,곰달래로47길,13539855
2020,2,곰달래로47길,16325558
2020,3,곰달래로47길,13738995
2020,4,곰달래로47길,7322937
2020,1,곰달래로5길,8655522
2020,2,곰달래로5길,8012695
2020,3,곰달래로5길,5090986
2020,4,곰달래로5길,7045282
2020,1,곰달래로60길,123080454
2020,2,곰달래로60길,246186059
2020,3,곰달래로60길,224170748
2020,4,곰달래로60길,177479525
2020,1,공덕시장,82479985
2020,2,공덕시장,107123832
2020,3,공덕시장,104977306
2020,4,공덕시장,78645678
2020,1,공덕역,30142221
2020,2,공덕역,33260827
2020,3,공덕역,21295804
2020,4,공덕역,24307447
2020,1,공릉동도깨비시장,4979633
2020,2,공릉동도깨비시장,7219434
2020,3,공릉동도깨비시장,6723537
2020,4,공릉동도깨비시장,3541531
2020,1,공릉로12가길,1448796
2020,2,공릉로12가길,4799138
2020,3,공릉로12가길,3272727
2020,4,공릉로12가길,646784
2020,1,공릉로2길,19590271
2020,2,공릉로2길,20154533
2020,3,공릉로2길,19354468
2020,4,공릉로2길,13739180
2020,1,공릉로58길,58791067
2020,2,공릉로58길,82738302
2020,3,공릉로58길,92943311
2020,4,공릉로58길,59037079
2020,1,공원로6가길,106803658
2020,2,공원로6가길,110469974
2020,3,공원로6가길,104878767
2020,4,공원로6가길,60409053
2020,1,공항대로38길,196731591
2020,2,공항대로38길,234322383
2020,3,공항대로38길,190481697
2020,4,공항대로38길,97193848
2020,1,공항대로42길,104159106
2020,2,공항대로42길,127944335
2020,3,공항대로42길,133962127
2020,4,공항대로42길,101950821
2020,1,공항대로55길,181067119
2020,2,공항대로55길,167767341
2020,3,공항대로55길,183467854
2020,4,공항대로55길,182927242
2020,1,공항대로59길,136255518
2020,2,공항대로59길,144198901
2020,3,공항대로59길,132918732
2020,4,공항대로59길,123100585
2020,1,공항대로59다길,64964988
2020,2,공항대로59다길,84186085
2020,3,공항대로59다길,80869897
2020,4,공항대로59다길,59478030
2020,1,공항대로61길,394673282
2020,2,공항대로61길,470029191
2020,3,공항대로61길,442919237
2020,4,공항대로61길,372157472
2020,1,공항대로8길,86644457
2020,2,공항대로8길,83429692
2020,3,공항대로8길,97893540
2020,4,공항대로8길,116598156
2020,1,공항시장,12411336
2020,2,공항시장,13299103
2020,3,공항시장,13525397
2020,4,공항시장,10890018
2020,1,관악구 사당역_1,1100832801
2020,2,관악구 사당역_1,1124537238
2020,3,관악구 사당역_1,1025310448
2020,4,관악구 사당역_1,717754174
2020,1,관악구 사당역_2,2232630605
2020,2,관악구 사당역_2,2380803634
2020,3,관악구 사당역_2,3722916916
2020,4,관악구 사당역_2,1822035746
2020,1,관악구 사당역_3,547328691
2020,2,관악구 사당역_3,568614390
2020,3,관악구 사당역_3,492133303
2020,4,관악구 사당역_3,396327223
2020,1,관악로10길,36306675
2020,2,관악로10길,43438000
2020,3,관악로10길,42023542
2020,4,관악로10길,33078910
2020,1,관악로14길,187206497
2020,2,관악로14길,204999233
2020,3,관악로14길,124543669
2020,4,관악로14길,89680986
2020,1,관악로28길,38355742
2020,2,관악로28길,40506229
2020,3,관악로28길,34565317
2020,4,관악로28길,28764049
2020,1,관악로30길,54430190
2020,2,관악로30길,56248641
2020,3,관악로30길,51472315
2020,4,관악로30길,38655424
2020,1,관천로22길,70602793
2020,2,관천로22길,80846950
2020,3,관천로22길,61892703
2020,4,관천로22길,52712266
2020,1,광나루로12길,114040085
2020,2,광나루로12길,153193604
2020,3,광나루로12길,139020944
2020,4,광나루로12길,66854935
2020,1,광나루로24길,263237584
2020,2,광나루로24길,321013701
2020,3,광나루로24길,311326628
2020,4,광나루로24길,277623514
2020,1,광나루로36길,104461320
2020,2,광나루로36길,110194148
2020,3,광나루로36길,91068500
2020,4,광나루로36길,70387083
2020,1,광나루로37길,4866585
2020,2,광나루로37길,6073902
2020,3,광나루로37길,5139513
2020,1,광나루로40길,104726919
2020,2,광나루로40길,144667040
2020,3,광나루로40길,163361475
2020,4,광나루로40길,112588857
2020,1,광나루로52길,9438557
2020,2,광나루로52길,7057272
2020,3,광나루로52길,7177211
2020,4,광나루로52길,4480357
2020,1,광성로6길,392872094
2020,2,광성로6길,464499368
2020,3,광성로6길,446559292
2020,4,광성로6길,389071283
2020,1,광장시장,67363337
2020,2,광장시장,91831573
2020,3,광장시장,89121169
2020,4,광장시장,65480198
2020,1,교대역_1,3016944790
2020,2,교대역_1,2927997701
2020,3,교대역_1,3247242129
2020,4,교대역_1,2799920577
2020,1,교대역_2,946233092
2020,2,교대역_2,1049750685
2020,3,교대역_2,968206045
2020,4,교대역_2,716261280
2020,1,교대역_3,496619545
2020,2,교대역_3,503230550
2020,3,교대역_3,454166553
2020,4,교대역_3,375811182
2020,1,교대역_4,813287366
2020,2,교대역_4,845393412
2020,3,교대역_4,801063520
2020,4,교대역_4,646240552
2020,1,구로동로15길,3706132
2020,2,구로동로15길,6131065
2020,3,구로동로15길,6306039
2020,4,구로동로15길,11973468
2020,1,구로동로38길,20525455
2020,2,구로동로38길,14850129
2020,3,구로동로38길,23570763
2020,4,구로동로38길,15601949
2020,1,구로동로42길,4513690
2020,2,구로동로42길,2523514
2020,3,구로동로42길,8380383
2020,4,구로동로42길,6078727
2020,1,구로동로8길,2642326
2020,2,구로동로8길,75256
2020,3,구로동로8길,133788
2020,1,구로디지탈1단지,4188911087
2020,2,구로디지탈1단지,4630850015
2020,3,구로디지탈1단지,4764851391
2020,4,구로디지탈1단지,4174312604
2020,1,구로역,9074387
2020,2,구로역,12865745
2020,3,구로역,11307142
2020,4,구로역,9442856
2020,1,구로중앙로19길,246798278
2020,2,구로중앙로19길,263473031
2020,3,구로중앙로19길,246549764
2020,4,구로중앙로19길,255369240
2020,1,구로중앙로28길,44565918
2020,2,구로중앙로28길,52306773
2020,3,구로중앙로28길,47634873
2020,4,구로중앙로28길,40392325
2020,1,구로중앙로42길,1072351
2020,2,구로중앙로42길,2067183
2020,3,구로중앙로42길,736434
2020,4,구로중앙로42길,684754
2020,1,구로중앙로7길,236385986
2020,2,구로중앙로7길,346330161
2020,3,구로중앙로7길,378000000
2020,4,구로중앙로7길,292195756
2020,1,구암길,5618934
2020,2,구암길,5447360
2020,3,구암길,4578601
2020,4,구암길,4072691
2020,1,구천면로41길,58497478
2020,2,구천면로41길,69637520
2020,3,구천면로41길,63595002
2020,4,구천면로41길,40560998
2020,1,구천면로42길,73650334
2020,2,구천면로42길,79583856
2020,3,구천면로42길,72496083
2020,4,구천면로42길,48234390
2020,1,국사봉1길,226793317
2020,2,국사봉1길,230177300
2020,3,국사봉1길,226935245
2020,4,국사봉1길,221689916
2020,1,국사봉2길,15496660
2020,2,국사봉2길,18082273
2020,3,국사봉2길,13354959
2020,4,국사봉2길,10476391
2020,1,국사봉길,8339886
2020,2,국사봉길,11824026
2020,3,국사봉길,7186958
2020,4,국사봉길,7460550
2020,1,국회대로56길,169558551
2020,2,국회대로56길,236060075
2020,3,국회대로56길,204679945
2020,4,국회대로56길,139351398
2020,1,국회의사당역_1,522723459
2020,2,국회의사당역_1,672677328
2020,3,국회의사당역_1,614769343
2020,4,국회의사당역_1,462405595
2020,1,국회의사당역_2,10151373976
2020,2,국회의사당역_2,10097720188
2020,3,국회의사당역_2,9828813596
2020,4,국회의사당역_2,9446674953
2020,1,금하로24길,13536319
2020,2,금하로24길,14869090
2020,3,금하로24길,16230956
2020,4,금하로24길,8657336
2020,1,금호산2길,3326030
2020,2,금호산2길,2056091
2020,3,금호산2길,2842243
2020,4,금호산2길,3381463
2020,1,긴고랑로20길,58784167
2020,2,긴고랑로20길,56625173
2020,3,긴고랑로20길,45128149
2020,4,긴고랑로20길,26915228
2020,1,긴고랑로7길,32864175
2020,2,긴고랑로7길,40855805
2020,3,긴고랑로7길,41637566
2020,4,긴고랑로7길,42879440
2020,1,긴고랑로9길,71144119
2020,2,긴고랑로9길,58585947
2020,3,긴고랑로9길,53927215
2020,4,긴고랑로9길,39618160
2020,1,길동복조리시장,34843661
2020,2,길동복조리시장,45323659
2020,3,길동복조리시장,49226292
2020,4,길동복조리시장,32955736
2020,1,까치산로4길,57425700
2020,2,까치산로4길,67393304
2020,3,까치산로4길,60268563
2020,4,까치산로4길,41609619
2020,1,까치산시장,294184187
2020,2,까치산시장,345283361
2020,3,까치산시장,315690506
2020,4,까치산시장,290254992
2020,1,낙성대시장,114000000
2020,2,낙성대시장,114000000
2020,3,낙성대시장,114000000
2020,4,낙성대시장,103788444
2020,1,낙성대역길,77665752
2020,2,낙성대역길,103966209
2020,3,낙성대역길,115230994
2020,4,낙성대역길,114451526
2020,1,난계로11길,190346818
2020,2,난계로11길,212717948
2020,3,난계로11길,200535660
2020,4,난계로11길,196594129
2020,1,난계로27길,161808819
2020,2,난계로27길,177326853
2020,3,난계로27길,173852321
2020,4,난계로27길,142724698
2020,1,난계로30길,38906935
2020,2,난계로30길,40024711
2020,3,난계로30길,37760280
2020,4,난계로30길,35380646
2020,1,난곡로26길,39000000
2020,2,난곡로26길,39000000
2020,3,난곡로26길,39000000
2020,4,난곡로26길,39000000
2020,1,난곡로34길,98058385
2020,2,난곡로34길,107754815
2020,3,난곡로34길,79242923
2020,4,난곡로34길,51097319
2020,1,난곡로74길,81431008
2020,2,난곡로74길,87134425
2020,3,난곡로74길,76657372
2020,4,난곡로74길,62733644
2020,1,난우길,85110070
2020,2,난우길,97987786
2020,3,난우길,87205139
2020,4,난우길,59173814
2020,1,남구로시장,2991102
2020,2,남구로시장,3757700
2020,3,남구로시장,1154175
2020,4,남구로시장,1510096
2020,1,남대문시장,2035010560
2020,2,남대문시장,1892458123
2020,3,남대문시장,1525097085
2020,4,남대문시장,1292381105
2020,1,남부골목시장,18039184
2020,2,남부골목시장,22543100
2020,3,남부골목시장,20895365
2020,4,남부골목시장,16556359
2020,1,남부순환로112길,377875
2020,2,남부순환로112길,262101
2020,3,남부순환로112길,406818
2020,4,남부순환로112길,194967
2020,1,남부순환로11길,42955178
2020,2,남부순환로11길,49759570
2020,3,남부순환로11길,49709493
2020,4,남부순환로11길,38690933
2020,1,남부순환로142길,75391298
2020,2,남부순환로142길,88578579
2020,3,남부순환로142길,87968218
2020,4,남부순환로142길,73239172
2020,1,남부순환로151길,5099180
2020,2,남부순환로151길,443587
2020,3,남부순환로151길,13680727
2020,4,남부순환로151길,42313246
2020,1,남부순환로161길,6423942
2020,2,남부순환로161길,4145459
2020,3,남부순환로161길,4771745
2020,4,남부순환로161길,3619547
2020,1,남부순환로234길,126994904
2020,2,남부순환로234길,147476612
2020,3,남부순환로234길,135060150
2020,4,남부순환로234길,97833958
2020,1,남부순환로248길,73222414
2020,2,남부순환로248길,71980823
2020,3,남부순환로248길,60144996
2020,4,남부순환로248길,117655563
2020,1,남부순환로317길,99519891
2020,2,남부순환로317길,117661541
2020,3,남부순환로317길,126977512
2020,4,남부순환로317길,134023095
2020,1,남부순환로325길,795486044
2020,2,남부순환로325길,796577228
2020,3,남부순환로325길,692845525
2020,4,남부순환로325길,587287112
2020,1,남부순환로339길,114113392
2020,2,남부순환로339길,150509496
2020,3,남부순환로339길,154423727
2020,4,남부순환로339길,121128205
2020,1,남부순환로33길,5271241
2020,2,남부순환로33길,8030137
2020,3,남부순환로33길,9018990
2020,4,남부순환로33길,6009388
2020,1,남부순환로365길,7448994
2020,2,남부순환로365길,6739319
2020,3,남부순환로365길,9498045
2020,4,남부순환로365길,3175425
2020,1,남부순환로40길,13026713
2020,2,남부순환로40길,183007311
2020,3,남부순환로40길,178755625
2020,4,남부순환로40길,156846488
2020,1,남부순환로58길,48054023
2020,2,남부순환로58길,68434535
2020,3,남부순환로58길,50276785
2020,4,남부순환로58길,40310563
2020,1,남부순환로70길,71476786
2020,2,남부순환로70길,84036960
2020,3,남부순환로70길,68466271
2020,4,남부순환로70길,46021109
2020,1,남부순환로88길,12540767
2020,2,남부순환로88길,11812557
2020,3,남부순환로88길,13563920
2020,4,남부순환로88길,11159797
2020,1,남부순환로97길,175064137
2020,2,남부순환로97길,241061956
2020,3,남부순환로97길,225605851
2020,4,남부순환로97길,174125328
2020,1,남성사계시장,406464732
2020,2,남성사계시장,1077400843
2020,3,남성사계시장,1052502022
2020,4,남성사계시장,952041261
2020,1,남성역골목시장,71397526
2020,2,남성역골목시장,94735572
2020,3,남성역골목시장,156850727
2020,4,남성역골목시장,130506460
2020,1,남영역,727723360
2020,2,남영역,771665423
2020,3,남영역,699182078
2020,4,남영역,582471601
2020,1,남현2길,158108462
2020,2,남현2길,143077292
2020,3,남현2길,112636997
2020,4,남현2길,85425863
2020,1,남현3길,71074196
2020,2,남현3길,38016186
2020,3,남현3길,58767688
2020,4,남현3길,61360100
2020,1,남현길,22490891
2020,2,남현길,31223395
2020,3,남현길,26488937
2020,4,남현길,23093604
2020,1,노량진중앙시장,253208801
2020,2,노량진중앙시장,257198654
2020,3,노량진중앙시장,256388570
2020,4,노량진중앙시장,166933857
2020,1,노해로17길,2005019
2020,2,노해로17길,9918444
2020,3,노해로17길,16925972
2020,4,노해로17길,11631117
2020,1,노해로60길,251272740
2020,2,노해로60길,391241904
2020,3,노해로60길,415324603
2020,4,노해로60길,306919941
2020,1,노해로63다길,181133364
2020,2,노해로63다길,191107743
2020,3,노해로63다길,180675467
2020,4,노해로63다길,131029287
2020,1,녹사평대로11길,11154109
2020,2,녹사평대로11길,22153713
2020,3,녹사평대로11길,34046676
2020,4,녹사평대로11길,31494363
2020,1,녹사평대로26길,555063411
2020,2,녹사평대로26길,528701074
2020,3,녹사평대로26길,347840646
2020,4,녹사평대로26길,205079223
2020,1,녹사평대로32길,177531880
2020,2,녹사평대로32길,117679146
2020,3,녹사평대로32길,152778305
2020,4,녹사평대로32길,111936766
2020,1,녹사평대로40나길,200498267
2020,2,녹사평대로40나길,178598913
2020,3,녹사평대로40나길,141216797
2020,4,녹사평대로40나길,110331423
2020,1,녹사평대로46길,159552552
2020,2,녹사평대로46길,211898143
2020,3,녹사평대로46길,216396586
2020,4,녹사평대로46길,186601268
2020,1,논현로106길,86866682
2020,2,논현로106길,225881980
2020,3,논현로106길,119472264
2020,4,논현로106길,84938069
2020,1,논현로10길,317255147
2020,2,논현로10길,364213783
2020,3,논현로10길,371995328
2020,4,논현로10길,319233079
2020,1,논현로115길,138319563
2020,2,논현로115길,179182687
2020,3,논현로115길,199390404
2020,4,논현로115길,149348268
2020,1,논현로139길,111096786
2020,2,논현로139길,102148731
2020,3,논현로139길,148273010
2020,4,논현로139길,114718445
2020,1,논현로159길,251296469
2020,2,논현로159길,370185111
2020,3,논현로159길,337047945
2020,4,논현로159길,317888007
2020,1,논현로1길,262771184
2020,2,논현로1길,342547659
2020,3,논현로1길,391449935
2020,4,논현로1길,300447333
2020,1,논현로26길,2319304667
2020,2,논현로26길,2770348502
2020,3,논현로26길,2769321369
2020,4,논현로26길,2742691049
2020,1,논현로27길,291410076
2020,2,논현로27길,362768080
2020,3,논현로27길,317369826
2020,4,논현로27길,292214800
2020,1,논현로28길,149296608
2020,2,논현로28길,209776322
2020,3,논현로28길,163718991
2020,4,논현로28길,135075881
2020,1,논현로63길,31594361
2020,2,논현로63길,48556297
2020,3,논현로63길,43105607
2020,4,논현로63길,23974747
2020,1,논현로8길,27858983
2020,2,논현로8길,27334466
2020,3,논현로8길,33625804
2020,4,논현로8길,24102522
2020,1,능동로13길,104314437
2020,2,능동로13길,123069228
2020,3,능동로13길,125160965
2020,4,능동로13길,98091027
2020,1,능동로19길,171071669
2020,2,능동로19길,212310359
2020,3,능동로19길,186757050
2020,4,능동로19길,177846722
2020,1,능동로34길,48418674
2020,2,능동로34길,64464310
2020,3,능동로34길,55324073
2020,4,능동로34길,43312414
2020,1,능동로3길,3520552
2020,2,능동로3길,5404656
2020,3,능동로3길,5574888
2020,4,능동로3길,3925937
2020,1,능동로4길,43616249
2020,2,능동로4길,54541355
2020,3,능동로4길,49153334
2020,4,능동로4길,39249488
2020,1,능동로골목시장,4888547
2020,2,능동로골목시장,6665231
2020,3,능동로골목시장,5622199
2020,4,능동로골목시장,4735087
2020,1,다산로33길,2975056
2020,2,다산로33길,2241114
2020,3,다산로33길,1210526
2020,4,다산로33길,1722488
2020,1,다산로36길,8757269
2020,2,다산로36길,15231255
2020,3,다산로36길,17442059
2020,4,다산로36길,21613471
2020,1,다산로38길,96153337
2020,2,다산로38길,99179802
2020,3,다산로38길,100650400
2020,4,다산로38길,87606310
2020,1,다산로39길,44340526
2020,2,다산로39길,47248374
2020,3,다산로39길,82621029
2020,4,다산로39길,70894820
2020,1,답십리로23길,2686052
2020,2,답십리로23길,1981731
2020,1,답십리로56길,4965974
2020,2,답십리로56길,8929330
2020,3,답십리로56길,53439179
2020,4,답십리로56길,45273591
2020,1,답십리로64길,36903677
2020,2,답십리로64길,39712038
2020,3,답십리로64길,45351092
2020,4,답십리로64길,28758937
2020,1,답십리로68길,110878477
2020,2,답십리로68길,117249836
2020,3,답십리로68길,156972419
2020,4,답십리로68길,131370426
2020,1,답십리로69길,172724555
2020,2,답십리로69길,184680500
2020,3,답십리로69길,201902624
2020,4,답십리로69길,145713130
2020,1,답십리로72길,37060362
2020,2,답십리로72길,39684999
